idHH_clean,salaire_mensuel,hhmilieu2,hhreg,q4a_02,metier_trouve,score_individuel_epm
000000009804,650000.0,2,44,Oui,Ouvrier agricole,33.86775385560297
000000009804,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009804,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009804,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009804,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009804,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009804,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009804,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009804,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009805,500000.0,2,44,Non,Ingénieur production,36.2490180321911
000000009805,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009805,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009805,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009806,650000.0,2,44,Oui,Ouvrier agricole,33.86775385560297
000000009806,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009806,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009807,500000.0,2,44,Non,Ingénieur production,36.2490180321911
000000009807,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009807,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009807,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009807,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009807,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009807,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009807,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009808,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009808,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009808,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009808,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009808,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009809,500000.0,2,44,Non,Ingénieur production,36.2490180321911
000000009809,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009809,500000.0,2,44,Oui,Ingénieur production,46.2490180321911
000000009809,500000.0,2,44,Oui,Ingénieur production,46.2490180321911
000000009809,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009810,650000.0,2,44,Oui,Ouvrier agricole,33.86775385560297
000000009810,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009810,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009811,500000.0,2,44,Oui,Ingénieur production,46.2490180321911
000000009811,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009811,500000.0,2,44,Oui,Ingénieur production,46.2490180321911
000000009811,500000.0,2,44,Oui,Ingénieur production,46.2490180321911
000000009811,500000.0,2,44,Oui,Ingénieur production,46.2490180321911
000000009811,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009811,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009811,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009811,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009811,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009812,650000.0,2,44,Oui,Ouvrier agricole,33.86775385560297
000000009812,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009812,650000.0,2,44,Non,Ouvrier agricole,13.867753855602965
000000009812,650000.0,2,44,Non,Ouvrier agricole,23.867753855602967
000000009901,716866.0,1,32,Non,Serveur,60.84508857946628
000000009901,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009902,500000.0,1,32,Oui,Ingénieur production,76.2490180321911
000000009902,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009903,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009903,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009903,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009903,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009903,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009904,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009904,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009904,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009905,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009905,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009906,550000.0,1,32,Non,Vendeur,58.20033716718349
000000009906,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009906,650000.0,1,32,Non,Ouvrier agricole,53.86775385560296
000000009907,475000.0,1,32,Non,Mécanicien,56.737044542107306
000000009907,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009907,650000.0,1,32,Non,Ouvrier agricole,53.86775385560296
000000009908,1535000.0,1,32,Non,Gestionnaire de crédit,68.44482190690525
000000009908,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009908,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009908,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009908,650000.0,1,32,Non,Ouvrier agricole,53.86775385560296
000000009908,650000.0,1,32,Non,Ouvrier agricole,53.86775385560296
000000009909,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009910,325000.0,1,32,Non,Maçon,52.94924869771129
000000009910,500000.0,1,32,Oui,Ingénieur production,76.2490180321911
000000009910,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009910,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009910,650000.0,1,32,Non,Ouvrier agricole,53.86775385560296
000000009911,475000.0,1,32,Non,Enseignant privé,56.737044542107306
000000009911,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009911,650000.0,1,32,Non,Ouvrier agricole,53.86775385560296
000000009912,550000.0,1,32,Non,Vendeur,58.20033716718349
000000009912,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009912,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009912,650000.0,1,32,Non,Ouvrier agricole,43.86775385560296
000000009912,650000.0,1,32,Non,Ouvrier agricole,53.86775385560296
000000010001,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010002,550000.0,2,11,Oui,Vendeur,38.2003371671835
000000010002,550000.0,2,11,Oui,Vendeur,38.2003371671835
000000010002,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010002,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010002,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010003,500000.0,2,11,Oui,Ouvrier agricole,31.249018032191106
000000010003,550000.0,2,11,Oui,Vendeur,38.2003371671835
000000010003,500000.0,2,11,Non,Ouvrier agricole,11.249018032191106
000000010003,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010004,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010004,716866.0,2,11,Non,Serveur,30.845088579466275
000000010005,850000.0,2,11,Non,Chef de réception,32.545377658979675
000000010005,550000.0,2,11,Oui,Vendeur,38.2003371671835
000000010005,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010005,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010006,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010006,500000.0,2,11,Oui,Ingénieur production,46.2490180321911
000000010006,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010006,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010006,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010006,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010007,370000.0,2,11,Oui,Mécanicien,34.243600195998816
000000010007,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010007,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010008,500000.0,2,11,Non,Ingénieur production,36.2490180321911
000000010008,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010008,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010009,500000.0,2,11,Non,Ingénieur production,26.249018032191106
000000010009,500000.0,2,11,Non,Ingénieur production,26.249018032191106
000000010009,550000.0,2,11,Non,Vendeur,18.200337167183495
000000010010,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010010,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010010,500000.0,2,11,Non,Ingénieur production,36.2490180321911
000000010011,375000.0,2,11,Non,Chauffeur,24.377579233659592
000000010011,500000.0,2,11,Oui,Ouvrier agricole,31.249018032191106
000000010011,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010011,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010012,500000.0,2,11,Oui,Ouvrier agricole,31.249018032191106
000000010012,500000.0,2,11,Non,Ouvrier agricole,11.249018032191106
000000010012,500000.0,2,11,Non,Ouvrier agricole,11.249018032191106
000000010101,370000.0,1,11,Non,Mécanicien,54.24360019599882
000000010101,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010102,550000.0,1,11,Non,Vendeur,58.20033716718349
000000010102,716866.0,1,11,Non,Serveur,60.84508857946628
000000010102,500000.0,1,11,Non,Ingénieur production,66.2490180321911
000000010102,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010103,425000.0,1,11,Non,Chauffeur,55.626868887956924
000000010103,500000.0,1,11,Oui,Ingénieur production,76.2490180321911
000000010103,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010103,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010104,350000.0,1,11,Non,Agent de sécurité confirmé,53.688941535547706
000000010104,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010104,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010105,370000.0,1,11,Oui,Mécanicien,64.24360019599882
000000010105,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010105,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010105,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010106,775000.0,1,11,Non,Secrétaire,61.62337156779895
000000010106,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010106,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010106,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010106,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010107,500000.0,1,11,Non,Ouvrier agricole,51.24901803219111
000000010107,500000.0,1,11,Non,Ouvrier agricole,51.24901803219111
000000010107,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010107,550000.0,1,11,Non,Vendeur,58.20033716718349
000000010108,550000.0,1,11,Oui,Vendeur,68.2003371671835
000000010108,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010108,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010108,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010109,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010109,500000.0,1,11,Non,Ingénieur production,66.2490180321911
000000010109,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010109,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010109,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010110,716866.0,1,11,Oui,Serveur,70.84508857946628
000000010110,600000.0,1,11,Non,Journaliste,68.06882363766894
000000010110,716866.0,1,11,Oui,Serveur,70.84508857946628
000000010110,370000.0,1,11,Non,Mécanicien,54.24360019599882
000000010110,716866.0,1,11,Oui,Serveur,70.84508857946628
000000010110,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010110,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010111,350000.0,1,11,Non,Agent de sécurité confirmé,53.688941535547706
000000010111,716866.0,1,11,Oui,Serveur,70.84508857946628
000000010111,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010111,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010111,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010111,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010112,650000.0,1,11,Non,Ouvrier agricole,43.86775385560296
000000010112,650000.0,1,11,Non,Ouvrier agricole,53.86775385560296
000000010201,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010201,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010201,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010201,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010201,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010202,550000.0,2,12,Oui,Vendeur,38.2003371671835
000000010202,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010202,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010203,500000.0,2,12,Non,Ouvrier agricole,21.24901803219111
000000010203,550000.0,2,12,Oui,Vendeur,38.2003371671835
000000010203,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010203,650000.0,2,12,Oui,Ouvrier agricole,33.86775385560297
000000010203,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010203,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010203,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010204,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010204,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010204,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010204,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010205,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010205,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010205,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010206,500000.0,2,12,Oui,Ingénieur production,46.2490180321911
000000010206,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010207,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010207,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010207,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010208,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010208,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010208,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010208,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010209,550000.0,2,12,Oui,Vendeur,38.2003371671835
000000010210,500000.0,2,12,Oui,Ingénieur production,46.2490180321911
000000010210,550000.0,2,12,Oui,Vendeur,38.2003371671835
000000010210,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010211,225000.0,2,12,Non,Ouvrier agricole,13.278885397007864
000000010211,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010211,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010211,650000.0,2,12,Non,Ouvrier agricole,13.867753855602965
000000010211,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010212,650000.0,2,12,Oui,Ouvrier agricole,33.86775385560297
000000010212,500000.0,2,12,Oui,Ouvrier agricole,31.249018032191106
000000010212,650000.0,2,12,Non,Ouvrier agricole,23.867753855602967
000000010301,500000.0,2,11,Oui,Ouvrier agricole,31.249018032191106
000000010301,500000.0,2,11,Non,Ouvrier agricole,11.249018032191106
000000010301,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010301,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010302,550000.0,2,11,Non,Vendeur,18.200337167183495
000000010302,550000.0,2,11,Oui,Vendeur,38.2003371671835
000000010302,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010302,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010303,775000.0,2,11,Non,Secrétaire,31.623371567798948
000000010303,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010303,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010303,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010303,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010304,500000.0,2,11,Oui,Ouvrier agricole,31.249018032191106
000000010304,500000.0,2,11,Non,Ouvrier agricole,11.249018032191106
000000010304,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010304,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010304,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010305,500000.0,2,11,Oui,Ouvrier agricole,31.249018032191106
000000010306,500000.0,2,11,Non,Ouvrier agricole,21.24901803219111
000000010306,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010306,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010306,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010306,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010307,650000.0,2,11,Oui,Ouvrier agricole,33.86775385560297
000000010307,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010307,475000.0,2,11,Non,Cuisinier,26.737044542107302
000000010308,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010308,550000.0,2,11,Oui,Vendeur,38.2003371671835
000000010308,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010308,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010309,775000.0,2,11,Non,Secrétaire,31.623371567798948
000000010309,716866.0,2,11,Oui,Serveur,40.84508857946628
000000010309,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010309,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010310,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010310,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010310,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010310,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010311,370000.0,2,11,Oui,Mécanicien,34.243600195998816
000000010311,475000.0,2,11,Non,Enseignant privé,26.737044542107302
000000010311,500000.0,2,11,Non,Ingénieur production,36.2490180321911
000000010311,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010311,650000.0,2,11,Non,Ouvrier agricole,13.867753855602965
000000010311,650000.0,2,11,Non,Ouvrier agricole,23.867753855602967
000000010312,500000.0,2,11,Oui,Ouvrier agricole,31.249018032191106
000000010401,550000.0,1,61,Non,Vendeur,58.20033716718349
000000010401,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010402,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000010403,850000.0,1,61,Non,Responsable sécurité,71.54537765897967
000000010404,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010404,425000.0,1,61,Non,Chauffeur,55.626868887956924
000000010404,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010404,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010404,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000010404,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010405,550000.0,1,61,Oui,Vendeur,68.2003371671835
000000010405,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010406,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000010407,350000.0,1,61,Non,Agent de sécurité confirmé,53.688941535547706
000000010407,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010408,325000.0,1,61,Non,Vendeur,52.94924869771129
000000010408,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000010409,550000.0,1,61,Oui,Vendeur,68.2003371671835
000000010409,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010409,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010410,650000.0,1,61,Non,Ouvrier agricole,53.86775385560296
000000010410,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010411,300000.0,1,61,Non,Caissier,52.15031975942688
000000010411,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010412,425000.0,1,61,Non,Chauffeur,55.626868887956924
000000010412,650000.0,1,61,Non,Ouvrier agricole,43.86775385560296
000000010501,1535000.0,1,51,Oui,Gestionnaire de crédit,78.44482190690525
000000010501,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010501,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010502,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010502,550000.0,1,51,Oui,Vendeur,68.2003371671835
000000010502,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010502,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000010503,550000.0,1,51,Non,Vendeur,58.20033716718349
000000010503,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010504,425000.0,1,51,Non,Chauffeur,55.626868887956924
000000010504,475000.0,1,51,Non,Enseignant privé,56.737044542107306
000000010504,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010504,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010505,370000.0,1,51,Oui,Mécanicien,64.24360019599882
000000010505,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010505,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000010506,370000.0,1,51,Oui,Mécanicien,64.24360019599882
000000010506,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000010506,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000010506,650000.0,1,51,Non,Ouvrier agricole,53.86775385560296
000000010507,500000.0,1,51,Oui,Ouvrier agricole,61.2490180321911
000000010507,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010507,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010507,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010507,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010508,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010509,475000.0,1,51,Non,Mécanicien,56.737044542107306
000000010509,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010509,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010509,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010509,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010510,700000.0,1,51,Non,Comptable,69.60744779028236
000000010510,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010510,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010510,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010510,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010511,550000.0,1,51,Non,Vendeur,58.20033716718349
000000010512,550000.0,1,51,Non,Vendeur,58.20033716718349
000000010512,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010512,650000.0,1,51,Non,Ouvrier agricole,43.86775385560296
000000010601,475000.0,2,43,Non,Enseignant privé,26.737044542107302
000000010601,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010601,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010601,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010601,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000010602,500000.0,2,43,Oui,Ouvrier agricole,31.249018032191106
000000010602,500000.0,2,43,Non,Ouvrier agricole,21.24901803219111
000000010602,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010602,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010602,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010602,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010602,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000010603,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000010603,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010603,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010603,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010603,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010604,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010604,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010604,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010604,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010605,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010605,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010606,500000.0,2,43,Oui,Ingénieur production,46.2490180321911
000000010606,500000.0,2,43,Non,Ingénieur production,36.2490180321911
000000010606,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010606,500000.0,2,43,Non,Ingénieur production,36.2490180321911
000000010606,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010607,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010608,500000.0,2,43,Non,Ouvrier agricole,21.24901803219111
000000010608,500000.0,2,43,Non,Ouvrier agricole,21.24901803219111
000000010608,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010608,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010608,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000010609,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010609,500000.0,2,43,Oui,Ouvrier agricole,31.249018032191106
000000010609,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010609,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010609,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010610,240000.0,2,43,Non,Aide-cuisinier,19.923061948735494
000000010610,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010610,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000010610,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000010611,500000.0,2,43,Non,Ouvrier agricole,21.24901803219111
000000010611,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010611,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010611,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010611,650000.0,2,43,Non,Ouvrier agricole,23.867753855602967
000000010611,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010612,550000.0,2,43,Oui,Vendeur,38.2003371671835
000000010612,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010612,650000.0,2,43,Non,Ouvrier agricole,13.867753855602965
000000010701,500000.0,1,12,Non,Ingénieur production,66.2490180321911
000000010701,650000.0,1,12,Non,Ouvrier agricole,43.86775385560296
000000010701,650000.0,1,12,Non,Ouvrier agricole,43.86775385560296
000000010702,500000.0,1,12,Non,Ingénieur production,66.2490180321911
000000010702,500000.0,1,12,Non,Ingénieur production,66.2490180321911
000000010702,650000.0,1,12,Non,Ouvrier agricole,53.86775385560296
000000010703,325000.0,1,12,Non,Maçon,52.94924869771129
000000010703,500000.0,1,12,Oui,Ouvrier agricole,61.2490180321911
000000010703,650000.0,1,12,Non,Ouvrier agricole,43.86775385560296
000000010703,650000.0,1,12,Non,Ouvrier agricole,43.86775385560296
000000010703,650000.0,1,12,Non,Ouvrier agricole,53.86775385560296
000000010704,500000.0,1,12,Non,Ouvrier agricole,51.24901803219111
000000010704,650000.0,1,12,Non,Ouvrier agricole,43.86775385560296
000000010704,716866.0,1,12,Non,Serveur,60.84508857946628
000000010704,650000.0,1,12,Non,Ouvrier agricole,43.86775385560296
